actual,pred_raw,pred_raw_se,pred_binary
0.0,0.5152494013309479,0.02394715412539568,1
1.0,0.6075631777445475,0.04539738048171512,1
0.0,0.436969389518102,0.0046650390879473145,0
0.0,0.5124033192793528,0.010652191935274849,1
0.0,0.4977703591187795,0.013596397279375007,0
0.0,0.43125590682029724,0.0,0
0.0,0.4965660671393077,0.01075802967759592,0
1.0,0.684506336847941,0.02149733401612406,1
0.0,0.43271297216415405,0.001189688871447368,0
0.0,0.5706374148527781,0.056943365744795006,1
0.0,0.4404454529285431,0.0,0
0.0,0.5282632112503052,0.012946343658078478,1
0.0,0.4598393539587657,0.014606155808702415,0
0.0,0.4389509359995524,0.006282965015000931,0
0.0,0.5323311686515808,0.01177459683042653,1
0.0,0.4583192666371663,0.008533455583279871,0
0.0,0.5051668683687845,0.010840957919721641,1
0.0,0.5037203431129456,0.009388659370486661,1
0.0,0.4877807100613912,0.011648302951841613,0
0.0,0.5468309919039408,0.015212351318300813,1
0.0,0.4769068956375122,0.00939187714033633,0
0.0,0.5315733551979065,0.002417191993088621,1
0.0,0.4362664719422658,0.0020455546453015333,0
0.0,0.43125590682029724,0.0,0
0.0,0.4415460129578908,0.004200918239364286,0
1.0,0.46523670355478924,0.006635052131182948,0
0.0,0.43125590682029724,0.0,0
0.0,0.5064840912818909,0.009951053745686665,1
0.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
1.0,0.5558651089668274,0.02416276800552475,1
0.0,0.43440277377764386,0.002569406111307934,0
0.0,0.43125590682029724,0.0,0
1.0,0.5088568031787872,0.03332427535491512,1
0.0,0.43891477584838867,0.00336019644633271,0
0.0,0.43683549761772156,0.004555716809072759,0
0.0,0.4903297921021779,0.03013203220126149,0
0.0,0.49689961473147076,0.013591153155575105,0
0.0,0.4857468207677205,0.007710594905203684,0
0.0,0.6302855908870697,0.08316802744978365,1
0.0,0.43125590682029724,0.0,0
0.0,0.5945391058921814,0.04410430816045054,1
0.0,0.5126621027787527,0.04032652784878422,1
0.0,0.544636090596517,0.014960745265437347,1
0.0,0.43125590682029724,0.0,0
1.0,0.49564295013745624,0.011433247674597156,0
0.0,0.5143418709437052,0.019764575205275827,1
0.0,0.43477553129196167,0.0028737613472635606,0
0.0,0.5269830127557119,0.020003008571050255,1
0.0,0.5376592675844828,0.01288884578001787,1
0.0,0.4651417334874471,0.015824751701039225,0
0.0,0.5664418935775757,0.01911751248894764,1
0.0,0.43125590682029724,0.0,0
0.0,0.5820771257082621,0.012666443583927777,1
0.0,0.4452618459860484,0.0011904837655955878,0
0.0,0.6221411426862081,0.03390758165963207,1
0.0,0.48461193839708966,0.02322119658683598,0
0.0,0.43125590682029724,0.0,0
0.0,0.4844612379868825,0.026788909773314395,0
0.0,0.551955928405126,0.0684851215493548,1
0.0,0.4321467876434326,0.0007274011461041127,0
0.0,0.43125590682029724,0.0,0
0.0,0.4316701591014862,0.0001691177856161504,0
0.0,0.47826534509658813,0.025106830585074565,0
0.0,0.43125590682029724,0.0,0
1.0,0.4391215145587921,0.0032111209126998636,0
0.0,0.43424947063128155,0.0012221173082288246,0
0.0,0.43125590682029724,0.0,0
0.0,0.5960137049357096,0.03682755944333002,1
0.0,0.43125590682029724,0.0,0
0.0,0.587557852268219,0.019294166721354717,1
0.0,0.518599251906077,0.027520362253982026,1
1.0,0.4418453474839528,0.0017210756095323019,0
0.0,0.5460808972517649,0.024695441670659228,1
0.0,0.4370358685652415,0.0023596595013200185,0
0.0,0.5645891726016998,0.054433077817221495,1
0.0,0.5326417783896128,0.025160607600352065,1
0.0,0.5076694091161092,0.030401286369035746,1
0.0,0.4434477587540944,0.005790025197962546,0
0.0,0.5792256196339926,0.013277198069363024,1
0.0,0.5224596162637075,0.03723375846423511,1
0.0,0.47154510021209717,0.014353062965484184,0
0.0,0.44840895136197406,0.0090018345576713,0
0.0,0.43199153741200763,0.0006006398629573885,0
0.0,0.46257006128629047,0.012817032140826383,0
0.0,0.49849045276641846,0.014100827682641084,0
0.0,0.5153192381064097,0.019950641786677045,1
0.0,0.4723274012406667,0.0041293226892458795,0
0.0,0.44017089406649273,0.003639528302766445,0
0.0,0.5601608554522196,0.006831888091335367,1
0.0,0.6317751010258993,0.0404891663366215,1
0.0,0.5047069986661276,0.009971314418564671,1
0.0,0.5946714282035828,0.05013069132593212,1
0.0,0.5081468522548676,0.03244805894861223,1
0.0,0.43157612284024555,0.00013072764272304538,0
0.0,0.5293948650360107,0.01984632235097777,1
0.0,0.4350803693135579,0.0031226605496336894,0
0.0,0.5099281171957651,0.03494530587339198,1
0.0,0.43125590682029724,0.0,0
0.0,0.4731346865495046,0.01734860188723486,0
0.0,0.4741297860940297,0.005358121895876754,0
0.0,0.43394237756729126,0.0021934941796829706,0
0.0,0.48909445603688556,0.015437376595593345,0
0.0,0.48552457491556805,0.009247765335018317,0
0.0,0.4328134556611379,0.0006358666515871699,0
0.0,0.5493764281272888,0.04370614351029091,1
0.0,0.5434346795082092,0.0,1
0.0,0.4415728449821472,0.0,0
0.0,0.4640945792198181,0.013413824113016934,0
1.0,0.4494108259677887,0.003727604223395295,0
0.0,0.46195168296496075,0.00038789212200170467,0
0.0,0.43125590682029724,0.0,0
0.0,0.44150711099306744,0.004185036578729446,0
0.0,0.6455583969751993,0.057064823648486515,1
0.0,0.4472154875596364,0.008182317610904408,0
0.0,0.43125590682029724,0.0,0
0.0,0.43719297647476196,0.004847597073600202,0
0.0,0.504719485839208,0.005588827755650384,1
0.0,0.44127967953681946,0.004092188075518507,0
0.0,0.5177201131979624,0.023829089673300316,1
0.0,0.43125590682029724,0.0,0
1.0,0.43125590682029724,0.0,0
1.0,0.43125590682029724,0.0,0
0.0,0.635172446568807,0.04065156807780168,1
0.0,0.4901464283466339,0.02896094587470065,0
0.0,0.501353790362676,0.02077691891267468,1
0.0,0.5887212554613749,0.03391103300129171,1
0.0,0.45361167192459106,0.0,0
0.0,0.5172361930211385,0.012013770598921104,1
1.0,0.46951868136723834,0.018474640461733468,0
0.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
0.0,0.4948928952217102,0.0158487665228338,0
1.0,0.4529723624388377,0.011852682254267551,0
0.0,0.6427929401397705,0.018924499211896227,1
0.0,0.47120975454648334,0.016311090031668984,0
0.0,0.5196203192075094,0.02213235132519066,1
0.0,0.4338642954826355,0.0021297404245298316,0
0.0,0.4859524468580882,0.02340941936795495,0
0.0,0.4343967139720917,0.0025644583007935046,0
0.0,0.45252424478530884,0.008065046164849467,0
0.0,0.4625019331773122,0.0170068786575796,0
0.0,0.51896071434021,0.023962124521607595,1
0.0,0.43125590682029724,0.0,0
0.0,0.4626175860563914,0.009549445528291473,0
0.0,0.5437484780947367,0.01722525354631378,1
0.0,0.44299132625261944,0.00479096492112193,0
0.0,0.4742993116378784,0.0035404903782755293,0
0.0,0.540928304195404,0.008203258942639624,1
0.0,0.49839234352111816,0.03488999961026389,0
0.0,0.5735577344894409,0.013789194666745356,1
0.0,0.4733123977979024,0.005951182096621581,0
0.0,0.43125590682029724,0.0,0
0.0,0.43797120451927185,0.0,0
0.0,0.4789728919665019,0.007654773869203188,0
0.0,0.43125590682029724,0.0,0
0.0,0.46988677978515625,0.015915197078234446,0
0.0,0.4911911686261495,0.04893693634148649,0
0.0,0.4674319426218669,0.016524648136554913,0
0.0,0.5232254962126414,0.02042147022187483,1
0.0,0.5129708349704742,0.022071200619897896,1
0.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
0.0,0.4669910967350006,0.01827184541107956,0
0.0,0.4971766571203868,0.0037214111908687895,0
0.0,0.43125590682029724,0.0,0
0.0,0.48947011431058246,0.02376585068861756,0
0.0,0.43267543117205304,0.0005795183898761198,0
0.0,0.43125590682029724,0.0,0
0.0,0.5424122313658396,0.04872954173094986,1
0.0,0.4327850937843323,0.001248575927733855,0
0.0,0.4843850036462148,0.021689862953069898,0
0.0,0.46276307106018066,0.0032600069028153812,0
0.0,0.5802383422851562,0.016516117425285987,1
0.0,0.47100451588630676,0.008880776425360556,0
0.0,0.48200371861457825,0.027156447599461463,0
0.0,0.5486330986022949,0.020120247123432577,1
0.0,0.6003831624984741,0.05119425462863366,1
0.0,0.5413352151711782,0.024881346879025677,1
0.0,0.4425703187783559,0.004480267442849635,0
0.0,0.44560081760088605,0.0056181711047183745,0
0.0,0.5249683558940887,0.03981226455187559,1
0.0,0.4442829688390096,0.007083326042583234,0
0.0,0.6181071996688843,0.03846925304010068,1
0.0,0.43125590682029724,0.0,0
0.0,0.559455156326294,0.015397407875278995,1
1.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
0.0,0.4322782059510549,0.0008347037449490073,0
0.0,0.4568829933802287,0.0209244285553229,0
0.0,0.4392334620157878,0.005685599928555209,0
0.0,0.43125590682029724,0.0,0
0.0,0.555383543173472,0.025711142485866513,1
0.0,0.5080793003241221,0.03303296671948132,1
0.0,0.4364435871442159,0.004234141668767387,0
0.0,0.43125590682029724,0.0,0
0.0,0.4873075286547343,0.012167607492426884,0
0.0,0.44908446073532104,0.006688352919428249,0
0.0,0.509291410446167,0.0005707664430809242,1
0.0,0.5084500312805176,0.026950101074086037,1
0.0,0.4359351098537445,0.0019102766391381684,0
0.0,0.4565315246582031,0.003966335242826892,0
0.0,0.5609836975733439,0.026398139544790207,1
0.0,0.5946685075759888,0.04239231485601367,1
0.0,0.5619272192319235,0.01300057265027328,1
0.0,0.47196416060129803,0.0010642659304889732,0
0.0,0.49975256125132245,0.021922345157929856,0
0.0,0.432159423828125,0.0007377185477014147,0
0.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
1.0,0.4479464093844096,0.007468906528320976,0
0.0,0.6335358023643494,0.027661489019241554,1
0.0,0.6083291272322336,0.07879854781576504,1
0.0,0.43125590682029724,0.0,0
0.0,0.5617894728978475,0.03750948138425065,1
0.0,0.48227791984875995,0.013899584228656649,0
0.0,0.44678717851638794,0.0,0
0.0,0.5114516715208689,0.03393737753799609,1
0.0,0.43125590682029724,0.0,0
1.0,0.538866917292277,0.038604537200510596,1
0.0,0.4640868902206421,0.018410525793351867,0
0.0,0.4444176256656647,0.0053732492181872635,0
0.0,0.43704761068026227,0.004728906399407342,0
0.0,0.43125590682029724,0.0,0
0.0,0.4712796111901601,0.020161647302383953,0
0.0,0.47718799114227295,0.037503389803777175,0
0.0,0.5438256959120432,0.04597330749380115,1
0.0,0.4662088354428609,0.006298562784868549,0
0.0,0.5638961891333262,0.05415518358018156,1
0.0,0.5420060157775879,0.010314866460342275,1
0.0,0.4575791557629903,0.01133743971421828,0
0.0,0.448213795820872,0.008398911483098055,0
0.0,0.5212921996911367,0.019048008488180772,1
0.0,0.44109760721524555,0.004017857361495179,0
0.0,0.5302134652932485,0.019827912633677582,1
0.0,0.43125590682029724,0.0,0
0.0,0.4390776455402374,0.0,0
0.0,0.4458322922388713,0.00601367783827297,0
0.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
0.0,0.652683675289154,0.017892467050234045,1
0.0,0.43125590682029724,0.0,0
1.0,0.452832152446111,0.008808465391366888,0
0.0,0.43125590682029724,0.0,0
0.0,0.43438154458999634,0.0025520725521778758,0
0.0,0.4881046613057454,0.01025237438927859,0
0.0,0.45941142241160077,0.0121441387168938,0
0.0,0.5251961151758829,0.02577025680103505,1
0.0,0.5130952894687653,0.016780905209739187,1
0.0,0.43125590682029724,0.0,0
0.0,0.4573090275128682,0.021272283967981614,0
0.0,0.5240900417168936,0.017313436143086627,1
0.0,0.43125590682029724,0.0,0
0.0,0.43923380970954895,0.0032569652160237238,0
0.0,0.43125590682029724,0.0,0
0.0,0.5744806925455729,0.04386589334841435,1
0.0,0.43125590682029724,0.0,0
0.0,0.46824196974436444,0.01787806944367246,0
0.0,0.5416442354520162,0.03364549932247169,1
0.0,0.517242024342219,0.04376039937972294,1
0.0,0.43125590682029724,0.0,0
0.0,0.5509666701157888,0.0691387787061758,1
1.0,0.5289396146933237,0.04314981036514179,1
0.0,0.5420829057693481,0.02170635295106307,1
0.0,0.43125590682029724,0.0,0
0.0,0.7275952895482382,0.020221020234631383,1
0.0,0.5170245865980784,0.015933274109691767,1
0.0,0.537810742855072,0.0029471268326783364,1
0.0,0.493860383828481,0.008559104779259169,0
0.0,0.5091900726159414,0.022917330863926343,1
0.0,0.5131949881712595,0.03417239710867086,1
0.0,0.50181512037913,0.00839740778275992,1
0.0,0.43125590682029724,0.0,0
0.0,0.43125590682029724,0.0,0
0.0,0.4398939907550812,0.0035264829992589014,0
0.0,0.506480465332667,0.015447626329937663,1
0.0,0.4396409293015798,0.005789586504670043,0
0.0,0.47629642486572266,0.004078025981816551,0
0.0,0.4374830226103465,0.002542209375808128,0
0.0,0.5571080048878988,0.02014524573327761,1
0.0,0.46387262145678204,0.015766065646633937,0
0.0,0.43125590682029724,0.0,0
0.0,0.4322834114233653,0.00083895399529255,0
0.0,0.4542425374190013,0.012057066711066565,0
0.0,0.43125590682029724,0.0,0
0.0,0.45597729086875916,0.0053405415595104465,0
0.0,0.6724631786346436,0.0,1
0.0,0.5040251910686493,0.03739815667142901,1
0.0,0.47652093569437665,0.009609767359761108,0
0.0,0.4359939694404602,0.002888896780738848,0
0.0,0.5338296592235565,0.018973617112947466,1
0.0,0.4325384497642517,0.0010471919286318032,0
0.0,0.5243323345979055,0.03438573336107696,1
0.0,0.4791060984134674,0.02254446477057304,0
0.0,0.5052333076794943,0.015795246977826197,1
0.0,0.5375027855237325,0.018823823434674758,1
0.0,0.48450231552124023,0.011501157731502705,0
0.0,0.5764888723691305,0.029926872452349748,1
0.0,0.5664894978205363,0.012869871596553822,1
0.0,0.43718811869621277,0.00242181535701194,0
0.0,0.43125590682029724,0.0,0
0.0,0.4622507691383362,0.014957216637955665,0
0.0,0.46255406737327576,0.013212241786334825,0
0.0,0.4970257580280304,0.01664872080259469,0
1.0,0.6062700549761454,0.04255052067960825,1
0.0,0.4399450719356537,0.003547336803902504,0
0.0,0.43125590682029724,0.0,0
0.0,0.43990657726923627,0.003725850131893382,0
0.0,0.43125590682029724,0.0,0
0.0,0.4364757438500722,0.004261979087811211,0
0.0,0.5715622504552206,0.019791144723740026,1
0.0,0.5019855399926504,0.014791463310556956,1
0.0,0.43737547596295673,0.0049966072817323025,0
0.0,0.43125590682029724,0.0,0
0.0,0.4341419239838918,0.0011782115732868477,0
0.0,0.44112234314282733,0.0061873308525566915,0
0.0,0.43125590682029724,0.0,0
0.0,0.4480220675468445,0.013689512908510542,0
1.0,0.43125590682029724,0.0,0
0.0,0.6237273315588633,0.08060672534882611,1
0.0,0.43219007054964703,0.0007627414910407826,0
1.0,0.521834522485733,0.026224265503012725,1
0.0,0.43125590682029724,0.0,0
0.0,0.48924756050109863,0.01750446948309023,0
0.0,0.5726619164148966,0.028741516230492217,1
0.0,0.6251815358797709,0.051906781489314206,1
0.0,0.5449820657571157,0.050098653889197625,1
0.0,0.47966961065928143,0.009874102108703299,0
0.0,0.47062841057777405,0.0021202990287285273,0
1.0,0.4680179953575134,0.018603388809593255,0
0.0,0.6247582832972208,0.000697706171852759,1
0.0,0.4357466499010722,0.003666676371277584,0
1.0,0.43125590682029724,0.0,0
1.0,0.5241848528385162,0.02449863584845827,1
0.0,0.48140962918599445,0.02441675183186406,0
0.0,0.43130171298980713,0.0,0
0.0,0.4386357367038727,0.0030128029338838025,0
1.0,0.5306856036186218,0.012247112045227508,1
1.0,0.5064077079296112,0.03203329950242684,1
0.0,0.43125590682029724,0.0,0
0.0,0.5365053713321686,0.021511372973089058,1
0.0,0.43125590682029724,0.0,0
1.0,0.6436721881230673,0.0352458531671191,1
0.0,0.43125590682029724,0.0,0
0.0,0.46538318196932477,0.004851161132725678,0
0.0,0.6017207702000936,0.03781983298485981,1
0.0,0.5686891476313273,0.021925289510744177,1
0.0,0.5025004347165426,0.016512570222105644,1
0.0,0.4341427485148112,0.0023570963732502488,0
0.0,0.5329540471235911,0.02357412539729512,1
0.0,0.43125590682029724,0.0,0
0.0,0.44589051604270935,0.0,0
